,Dates,Traveler,Member,Party,State / District,Destination,Sponsor,Filing Type,hrefs,Page #
11,"Feb. 17, 2023 - Feb. 24, 2023",Troy Carter,Troy Carter,D,LA-2,Israel,J Street Education Fund,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026537.pdf,32
12,"Feb. 19, 2023 - Feb. 23, 2023",Eric Swalwell,Eric Swalwell,D,CA-14,Israel,J Street Education Fund,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025974.pdf,32
13,"Feb. 22, 2023 - Feb. 23, 2023",Ella Khorov,Tony Cárdenas,D,CA-29,"Miami, FL",Florida East Coast Industries,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025924.pdf,32
14,"Feb. 21, 2023 - Feb. 23, 2023",Chris Stewart,Chris Stewart,R,UT-2,"Honolulu, HI",Bipartisan Policy Center,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025870.pdf,32
15,"Feb. 21, 2023 - Feb. 23, 2023",Liam Anderson,Chris Stewart,R,UT-2,"Honolulu, HI",Bipartisan Policy Center,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025885.pdf,32
16,"Feb. 22, 2023 - Feb. 23, 2023",Mitch Moonier,Dina Titus,D,NV-1,"Miami, FL",Florida East Coast Industries,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025886.pdf,32
17,"Feb. 22, 2023 - Feb. 23, 2023",Alexa Fox,Jim Costa,D,CA-21,"Miami, FL",Florida East Coast Industries,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025901.pdf,32
18,"Feb. 22, 2023 - Feb. 23, 2023",LaVontae Brooks,Steven Horsford,D,NV-4,"Miami, FL",Florida East Coast Industries,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025913.pdf,32
19,"Feb. 18, 2023 - Feb. 23, 2023",Medha Surampudy,Frank Pallone,D,NJ-6,Moldova,National Democratic Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025915.pdf,32
20,"Feb. 22, 2023 - Feb. 23, 2023",Benjamin Kane,Jimmy Gomez,D,CA-34,"Miami, FL",Florida East Coast Industries,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025844.pdf,32
21,"Feb. 22, 2023 - Feb. 23, 2023",Jamie Thompson,Adam B. Schiff,D,CA-30,"Miami, FL",Florida East Coast Industries,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026171.pdf,32
22,"Feb. 22, 2023 - Feb. 23, 2023",Jamie Thompson,Adam B. Schiff,D,CA-30,"Miami, FL",Florida East Coast Industries,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025863.pdf,32
23,"Feb. 15, 2023 - Feb. 17, 2023",Matthew Thompson,Ken Buck,R,CO-4,"Cambridge, MD","American Accountability Foundation, Conservative Partnership Institute and Heritage Foundation",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025857.pdf,32
24,"Feb. 15, 2023 - Feb. 17, 2023",Cameron Erickson,Andrew Clyde,R,GA-9,"Cambridge, MD","American Accountability Foundation, Conservative Partnership Institute, and Heritage Foundation",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025858.pdf,32
25,"Feb. 15, 2023 - Feb. 17, 2023",Graham Wise,Matt Rosendale,R,MT-2,"Cambridge, MD","American Accountability Foundation, Conservative Partnership Institute, and Heritage Foundation.",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025845.pdf,32
26,"Feb. 15, 2023 - Feb. 17, 2023",Hannah King,Andy Harris,R,MD-1,"Cambridge, MD","American Accountability Foundation, Conservative Partnership Institute, and Heritage Foundation.",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025846.pdf,32
27,"Feb. 15, 2023 - Feb. 17, 2023",Toni Davis,Andrew Clyde,R,GA-9,"Cambridge, MD","American Accountability Foundation, Conservative Partnership Institute, and Heritage Foundation",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025851.pdf,32
28,"Feb. 13, 2023 - Feb. 15, 2023",Elizabeth Fallon,Tom Emmer,R,MN-6,"Miami, FL",Global Women's Innovation Network,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025820.pdf,32
29,"Feb. 13, 2023 - Feb. 14, 2023",Clarissa Robles,Lizzie Fletcher,D,TX-7,"Miami, FL",Global Women's Innovation Network,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025827.pdf,32
30,"Feb. 13, 2023 - Feb. 14, 2023",Deena Tauster,Andrew Garbarino,R,NY-2,"Miami, FL",Global Women's Innovation Network,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025828.pdf,32
31,"Feb. 13, 2023 - Feb. 14, 2023",kristen Cianci,Andrew Garbarino,R,NY-2,"Miami, FL",Global Women's Innovation Network,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025830.pdf,32
32,"Feb. 13, 2023 - Feb. 14, 2023",Lauren Toy,Susie Lee,D,NV-3,"Miami, FL",Global Women's Innovation Network,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025831.pdf,32
33,"Feb. 13, 2023 - Feb. 14, 2023",Natalie Baldassarre,Nicole Malliotakis,R,NY-11,"Miami, FL",Global Women's Innovation Network,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025832.pdf,32
34,"Feb. 13, 2023 - Feb. 14, 2023",Rachel Black,Tony Gonzales,R,TX-23,"Miami, FL",Global Women's Innovation Network,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025833.pdf,32
35,"Feb. 13, 2023 - Feb. 14, 2023",Annmarie Goyzueta,Jahana Hayes,D,CT-5,"Miami, FL",Global Women's Innovation Network,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025855.pdf,32
36,"Feb. 13, 2023 - Feb. 14, 2023",Emily Ackerman,Tom Cole,R,OK-4,"Miami, FL",Global Women's Innovation Network,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025852.pdf,32
37,"Feb. 13, 2023 - Feb. 14, 2023",Johanna Montiel,Salud Carbajal,D,CA-24,"Miami, FL",Global Women's Innovation Network,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025819.pdf,32
38,"Feb. 13, 2023 - Feb. 14, 2023",Paige Hutchinson,Colin Allred,D,TX-32,"Miami, FL",Global Women's Innovation Network,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025823.pdf,32
39,"Feb. 13, 2023 - Feb. 14, 2023",Sofia Deiro,Tom Cole,R,OK-4,"Miami, FL",Global Women's Innovation Network,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025824.pdf,32
40,"Feb. 13, 2023 - Feb. 14, 2023",Clarissa Robles,Lizzie Fletcher,D,TX-7,"Miami, FL",Global Women's Innovation Network,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025825.pdf,32
41,"Feb. 9, 2023 - Feb. 13, 2023",Eli Crane,Eli Crane,R,AZ-2,"Orlando, FL",Conservative Partnership Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025854.pdf,32
42,"Feb. 9, 2023 - Feb. 13, 2023",Barry Moore,Barry Moore,R,AL-2,"Orlando, FL",Conservative Partnership Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025834.pdf,32
43,"Feb. 12, 2023 - Feb. 13, 2023",Robert Latta,Robert E. Latta,R,OH-5,"Chicago, IL",Bipartisan Policy Center,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025838.pdf,32
44,"Feb. 9, 2023 - Feb. 12, 2023",Timothy Reitz,Scott Perry,R,PA-10,"Orlando, FL",Conservative Partnership Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025864.pdf,32
45,"Feb. 9, 2023 - Feb. 12, 2023",Mary Miller,Mary Miller,R,IL-15,"Orlando, FL","Conservative Partnership Institute, Inc",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026058.pdf,32
46,"Feb. 9, 2023 - Feb. 12, 2023",Dan Bishop,Dan Bishop,R,NC-8,"Orlando, FL","Conservative Partnership Institute, Inc.",Amendment,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026634.pdf,32
47,"Feb. 9, 2023 - Feb. 12, 2023",Chip Roy,Chip Roy,R,TX-21,"Orlando, FL",Conservative Partnership Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025826.pdf,32
48,"Feb. 9, 2023 - Feb. 12, 2023",Ralph Norman,Ralph Norman,R,SC-5,"Orlando, FL",Conservative Partnership Insitute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025887.pdf,32
49,"Feb. 9, 2023 - Feb. 12, 2023",Andy Ogles,William Ogles,R,TN-5,"Orlando, FL",Conservative Partnership Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025853.pdf,32
0,"Feb. 9, 2023 - Feb. 12, 2023",Lauren Muglia,Scott Perry,R,PA-10,"Orlando, FL",Conservative Partnership Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025856.pdf,33
1,"Feb. 9, 2023 - Feb. 12, 2023",Timothy Reitz,Scott Perry,R,PA-10,"Orlando, FL","Conservative Partnership Institute, Inc",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025961.pdf,33
2,"Feb. 9, 2023 - Feb. 12, 2023",Bob Good,Robert Good,R,VA-5,"Orlando, FL",Conservative Partnership Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025836.pdf,33
3,"Feb. 9, 2023 - Feb. 12, 2023",Scott Perry,Scott Perry,R,PA-10,"Orlando, FL",Conservative Partnership Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025839.pdf,33
4,"Feb. 9, 2023 - Feb. 12, 2023",Alexander Mooney,Alex Mooney,R,WV-2,"Orlando, FL",Conservative Partnership Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025842.pdf,33
5,"Feb. 9, 2023 - Feb. 12, 2023",Andy Harris,Andy Harris,R,MD-1,"Orlando, FL",Conservative Partnership Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025843.pdf,33
6,"Feb. 9, 2023 - Feb. 12, 2023",Paul Gosar,Paul Gosar,R,AZ-9,"Orlando, FL",Conservative Partnership Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025850.pdf,33
7,"Feb. 9, 2023 - Feb. 12, 2023",Lauren Boebert,Lauren Boebert,R,CO-3,"Orlando, FL",Conservative Partnership Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025861.pdf,33
8,"Feb. 9, 2023 - Feb. 12, 2023",Dan Bishop,Dan Bishop,R,NC-8,"Orlando, FL",Conservative Partnership Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025818.pdf,33
9,"Feb. 9, 2023 - Feb. 12, 2023",Warren Davidson,Warren Davidson,R,OH-8,"Orlando, FL",Conservative Partnership Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025841.pdf,33
10,"Feb. 9, 2023 - Feb. 11, 2023",Ben Cline,Ben Cline,R,VA-6,"Orlando, FL",Conservative Partnership Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025835.pdf,33
11,"Feb. 9, 2023 - Feb. 11, 2023",Matthew Rosendale,Matt Rosendale,R,MT-2,"Orlando, FL",Conservative Partnership Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025848.pdf,33
12,"Feb. 9, 2023 - Feb. 10, 2023",H. Morgan Griffith,Morgan Griffith,R,VA-9,"Orlando, FL",Conservative Partnership Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025829.pdf,33
13,"Feb. 9, 2023 - Feb. 9, 2023",Andy Biggs,Andy Biggs,R,AZ-5,"Orlando, FL",Conservative Partnership Institute,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025840.pdf,33
14,"Feb. 2, 2023 - Feb. 3, 2023",Mark Kelly,Robert Good,R,VA-5,"Cambridge, MD",Conservative Partnership Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025821.pdf,33
15,"Jan. 12, 2023 - Jan. 17, 2023",Claudia Tenney,Claudia Tenney,R,NY-24,United Kingdom,Association of Marshall Scholars,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025814.pdf,33
16,"Jan. 12, 2023 - Jan. 17, 2023",James A. Himes,Jim Himes,D,CT-4,United Kingdom,Association of Marshall Scholars,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025815.pdf,33
17,"Jan. 12, 2023 - Jan. 17, 2023",Michael R. Turner,Michael R. Turner,R,OH-10,United Kingdom,Association of Marshall Scholars,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025816.pdf,33
18,"Jan. 12, 2023 - Jan. 17, 2023",Stephanie Bice,Stephanie Bice,R,OK-5,United Kingdom,Association of Marshall Scholars,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025809.pdf,33
19,"Jan. 12, 2023 - Jan. 17, 2023",Mark Green,Mark Green,R,TN-7,United Kingdom,Association of Marshall Scholars,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025811.pdf,33
20,"Jan. 12, 2023 - Jan. 17, 2023",Claudia Tenney,Claudia Tenney,R,NY-24,United Kingdom,Association of Marshall Scholars,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025812.pdf,33
21,"Jan. 12, 2023 - Jan. 17, 2023",Michael Turner,Michael R. Turner,R,OH-10,United Kingdom,Association of Marshall Scholars,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025813.pdf,33
22,"Jan. 12, 2023 - Jan. 17, 2023",Donald Beyer,Donald Beyer,D,VA-8,United Kingdom,Association of Marshall Scholars,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025817.pdf,33
23,"Jan. 12, 2023 - Jan. 17, 2023",Chellie Pingree,Chellie Pingree,D,ME-1,United Kingdom,Association of Marshall Scholars,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025795.pdf,33
24,"Jan. 12, 2023 - Jan. 17, 2023",Donald Beyer,Donald Beyer,D,VA-8,United Kingdom,Association of Marshall Scholars,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025797.pdf,33
25,"Jan. 12, 2023 - Jan. 17, 2023",Veronica Escobar,Veronica Escobar,D,TX-16,United Kingdom,Association of Marshall Scholars,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500025804.pdf,33
26,"Jan. 6, 2023 - Jan. 9, 2023",Rebecca Walldorff,Lucy McBath,D,GA-7,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025803.pdf,33
27,"Jan. 6, 2023 - Jan. 8, 2023",Aaron Groce,Sean Casten,D,IL-6,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025771.pdf,33
28,"Jan. 6, 2023 - Jan. 8, 2023",David Bean,Larry Bucshon,R,IN-8,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025772.pdf,33
29,"Jan. 6, 2023 - Jan. 8, 2023",Lewis Myers,Tony Cárdenas,D,CA-29,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025779.pdf,33
30,"Jan. 6, 2023 - Jan. 8, 2023",Lucy Shaw,Jamie Raskin,D,MD-8,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025780.pdf,33
31,"Jan. 6, 2023 - Jan. 8, 2023",Maeve Healy,Grace Meng,D,NY-6,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025781.pdf,33
32,"Jan. 6, 2023 - Jan. 8, 2023",Megan Kanne,Jan Schakowsky,D,IL-9,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025782.pdf,33
33,"Jan. 6, 2023 - Jan. 8, 2023",Yardena Wolf,Eric Swalwell,D,CA-14,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025787.pdf,33
34,"Jan. 6, 2023 - Jan. 8, 2023",Waverly Gordon,Frank Pallone,D,NJ-6,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025791.pdf,33
35,"Jan. 6, 2023 - Jan. 8, 2023",Paige Hutchinson,Colin Allred,D,TX-32,"Las Vegas, NV",Consumer Technology Association,Amendment,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025822.pdf,33
36,"Jan. 6, 2023 - Jan. 8, 2023",Flynn Rico-Johnson,Doris Matsui,D,CA-7,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025798.pdf,33
37,"Jan. 6, 2023 - Jan. 8, 2023",John Cooper,Doris Matsui,D,CA-7,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025801.pdf,33
38,"Jan. 6, 2023 - Jan. 8, 2023",Sierra Kelley-Chung,Steven Horsford,D,NV-4,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025753.pdf,33
39,"Jan. 6, 2023 - Jan. 8, 2023",Chloe Hunt,Sean Casten,D,IL-6,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025755.pdf,33
40,"Jan. 6, 2023 - Jan. 8, 2023",Shana Teehan,Barry Moore,R,AL-2,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025758.pdf,33
41,"Jan. 6, 2023 - Jan. 8, 2023",Christina McCauley,Doris Matsui,D,CA-7,"to Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025759.pdf,33
42,"Jan. 6, 2023 - Jan. 8, 2023",Jeremy Marcus,Doris Matsui,D,CA-7,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025760.pdf,33
43,"Jan. 6, 2023 - Jan. 8, 2023",Milla Anderson,Ann McLane Kuster,D,NH-2,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025761.pdf,33
44,"Jan. 5, 2023 - Jan. 8, 2023",Daniel Dziadon,Frank D. Lucas,R,OK-3,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025765.pdf,33
45,"Jan. 6, 2023 - Jan. 8, 2023",Christina McCauley,Doris Matsui,D,CA-7,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025759.pdf,33
46,"Jan. 5, 2023 - Jan. 8, 2023",Evan Viau,Cathy McMorris Rodgers,R,WA-5,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025768.pdf,33
47,"Jan. 6, 2023 - Jan. 8, 2023",Paige Hutchinson,Colin Allred,D,TX-32,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025770.pdf,33
48,"Jan. 5, 2023 - Jan. 7, 2023",David Straka,Michael R. Turner,R,OH-10,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025773.pdf,33
49,"Jan. 5, 2023 - Jan. 7, 2023",Deena Tauster,Andrew Garbarino,R,NY-2,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025774.pdf,33
0,"Jan. 5, 2023 - Jan. 7, 2023",Emily Hebein,Robert E. Latta,R,OH-5,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025775.pdf,34
1,"Jan. 5, 2023 - Jan. 7, 2023",James Johnson,Frank Pallone,D,NJ-6,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025776.pdf,34
2,"Jan. 5, 2023 - Jan. 7, 2023",Jay Gulshen,Jason Smith,R,MO-8,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025777.pdf,34
3,"Jan. 5, 2023 - Jan. 7, 2023",Kyle Jackson,Larry Bucshon,R,IN-8,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025778.pdf,34
4,"Jan. 5, 2023 - Jan. 7, 2023",Nisha Thanawala,Yvette D. Clarke,D,NY-9,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025783.pdf,34
5,"Jan. 5, 2023 - Jan. 7, 2023",Sean Dillon,Bill Huizenga,R,MI-4,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025784.pdf,34
6,"Jan. 5, 2023 - Jan. 7, 2023",Thomas Van Flein,Paul Gosar,R,AZ-9,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025786.pdf,34
7,"Jan. 5, 2023 - Jan. 7, 2023",Anna Lenhart,Lori Trahan,D,MA-3,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025788.pdf,34
8,"Jan. 5, 2023 - Jan. 7, 2023",Jefferson Willis,Kevin Hern,R,OK-1,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025806.pdf,34
9,"Jan. 5, 2023 - Jan. 7, 2023",Kyle Bligen,Juan Vargas,D,CA-52,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025807.pdf,34
10,"Jan. 5, 2023 - Jan. 7, 2023",Ella Yates,Jim Jordan,R,OH-4,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025810.pdf,34
11,"Jan. 5, 2023 - Jan. 7, 2023",Chad Obermiller,Ami Bera,D,CA-6,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025790.pdf,34
12,"Jan. 5, 2023 - Jan. 7, 2023",Brian Kaissi,Raja Krishnamoorthi,D,IL-8,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025794.pdf,34
13,"Jan. 5, 2023 - Jan. 7, 2023",Dharamjeet Singh,Gregory W. Meeks,D,NY-5,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025796.pdf,34
14,"Jan. 5, 2023 - Jan. 7, 2023",Hope Goins,Bennie Thompson,D,MS-2,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025799.pdf,34
15,"Jan. 5, 2023 - Jan. 7, 2023",James Tyler Grimm,Jim Jordan,R,OH-4,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025800.pdf,34
16,"Jan. 5, 2023 - Jan. 7, 2023",Michelle Dorothy,Chrissy Houlahan,D,PA-6,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025802.pdf,34
17,"Jan. 5, 2023 - Jan. 7, 2023",Elizabeth Fallon,Tom Emmer,R,MN-6,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025756.pdf,34
18,"Jan. 5, 2023 - Jan. 7, 2023",Alex Bolton,Nicole Malliotakis,R,NY-11,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025762.pdf,34
19,"Jan. 5, 2023 - Jan. 7, 2023",Christopher Hixon,Jim Jordan,R,OH-4,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025764.pdf,34
20,"Jan. 5, 2023 - Jan. 7, 2023",Chad Obermiller,Ami Bera,D,CA-6,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025769.pdf,34
21,"Jan. 6, 2023 - Jan. 6, 2023",Steven Blattner,Yvette D. Clarke,D,NY-9,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025785.pdf,34
22,"Jan. 4, 2023 - Jan. 6, 2023",Michael Cameron,Cathy McMorris Rodgers,R,WA-5,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025757.pdf,34
23,"Jan. 4, 2023 - Jan. 6, 2023",Brannon Rains,Cathy McMorris Rodgers,R,WA-5,"Las Vegas, NV",Consumer Technology Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025763.pdf,34
24,"Dec. 12, 2022 - Dec. 14, 2022",Grady Austin,Tom Rice,R,SC-7,"Cambridge, MD","American Accountability Foundation,",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025740.pdf,34
25,"Dec. 12, 2022 - Dec. 14, 2022",Rachel Emmons,Scott Perry,R,PA-10,"Cambridge, MD","American Accountability Foundation,",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025741.pdf,34
26,"Dec. 12, 2022 - Dec. 14, 2022",John Wynne,Dan Bishop,R,NC-9,"Cambridge, MD",American Accountability Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025724.pdf,34
27,"Dec. 12, 2022 - Dec. 14, 2022",Kennon Later,Dan Bishop,R,NC-9,"Cambridge, MD",American Accountability Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025725.pdf,34
28,"Dec. 12, 2022 - Dec. 14, 2022",Marshall Macheledt,Jim Jordan,R,OH-4,"Cambridge, MD",American Accountability Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025726.pdf,34
29,"Dec. 12, 2022 - Dec. 14, 2022",Michael Case,Patrick T. McHenry,R,NC-10,"Cambridge, MD",American Accountability Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025727.pdf,34
30,"Dec. 12, 2022 - Dec. 14, 2022",Reagan Dye,James Comer,R,KY-1,"Cambridge, MD",American Accountability Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025728.pdf,34
31,"Dec. 12, 2022 - Dec. 14, 2022",Samantha Barnett,Barry Moore,R,AL-2,"Cambridge, MD","American Accountability Foundation,",Amendment,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025749.pdf,34
32,"Dec. 12, 2022 - Dec. 14, 2022",Emma White,Barry Moore,R,AL-2,"Cambridge, MD","American Accountability Foundation,",Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025733.pdf,34
33,"Dec. 12, 2022 - Dec. 14, 2022",Sean Connor,Barry Moore,R,AL-2,"Cambridge, MD","American Accountability Foundation,",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025751.pdf,34
34,"Dec. 12, 2022 - Dec. 14, 2022",John Wynne,Dan Bishop,R,NC-9,"Cambridge, MD","American Accountability Foundation, Conservative Partnership Institute, and Heritage Foundation",Amendment,https://disclosures-clerk.house.gov/gtimages/ST/2023/500025766.pdf,34
35,"Dec. 12, 2022 - Dec. 14, 2022",Rachel Emmons,Scott Perry,R,PA-10,"Cambridge, MD","American Accountability Foundation,",Original,https://disclosures-clerk.house.gov/gtimages/ST/2022/500025737.pdf,34
